Asx D/L,Glx D/L,Ser D/L,Arg D/L,Ala D/L,Tyr D/L,Val D/L,Phe D/L,Leu D/L,Ile D/L,[Ser]/[Ala],Total,,Bleached,Type
0.356464478,0.285377063,0.454414628,0.504924444,0.483109697,0,0.255779078,0.456057548,0.428000157,0.361531904,0.453250637,3149.951764,L5 33 A,b,H
0.356270128,0.285104564,0.45569351,0.434868343,0.476627939,0,0.248904978,0.459228041,0.419979286,0.357599952,0.455210421,3118.854277,L5 33 A,b,H
0.38516283,0.258178083,0.471770734,0.518854401,0.461547946,0.127019341,0.213152632,0.399158551,0.350388965,0.244067438,0.517363889,3332.092543,L5 37 A,b,H
0.383925677,0.257659842,0.46267494,1.381637117,0.447756719,0,0.207211736,0.390676259,0.337390564,0.236542186,0.527654118,3257.203722,L5 37 A,b,H
0.36928754,0.213642958,0.459646719,0.336268562,0.372318112,0.550871358,0.216339839,0.345132663,0.313440842,0.274201426,0.520839136,5510.06177,L5NE 43 A,b,H
0.368831893,0.21236125,0.446825231,0.287024836,0.365634818,0.480418429,0.207531575,0.342308512,0.303185139,0.26381307,0.528596671,5388.682942,L5NE 43 A,b,H
0.332664541,0.222702451,0.376349896,0.421171834,0.405379429,0.243049941,0.222044054,0.355329877,0.341880624,0.258688929,0.690331615,3166.66871,L5NE 45 A,b,H
0.334168322,0.222796032,0.376782824,0.404533251,0.400904069,0.205896036,0.216609744,0.351704281,0.333593748,0.240984927,0.697286742,3048.84536,L5NE 45 A,b,H
0.383696159,0.267483195,0.478353326,0.556473126,0.466305978,0.584830612,0.250695199,0.441701826,0.394428623,0.345963377,0.512176387,4894.419148,L5NE 48 B,b,H
0.383899244,0.267076408,0.478328207,0.447397881,0.462295408,0.253278105,0.244887649,0.44361638,0.389248424,0.315710308,0.510129949,4789.805124,L5NE 48 B,b,H
0.619615718,0.803322444,0.465381042,2.542812858,0.880292798,0,0.704501233,0.634404494,0.799561766,0.789433986,0.028230859,3861.975065,L5NE 55 A,b,H
0.619293596,0.802147431,0.491441903,2.216647255,0.868847488,0,0.678457837,0.64842899,0.771878921,0.753241741,0.029275383,3813.407222,L5NE 55 A,b,H
0.36823698,0.231315859,0.447927955,0.342873263,0.382185496,0,0.189466106,0.400065649,0.363152917,0.250514153,0.59742077,4436.370176,L5NE 56 A,b,H
0.369336061,0.228799259,0.420881201,0.403186379,0.343728041,#DIV/0!,0.180855629,0.38949087,0.376879238,0.236081043,0.535418251,4328.534119,L5NE 56 A,b,H
0.387131928,0.233745803,0.530987465,0.449927516,0.340200708,0,0.219237588,0.41408693,0.372608205,0.269295374,0.484213689,5856.522027,L5NE 64 A,b,H
0.388290018,0.225905695,0.531208149,0.433742256,0.297391086,#DIV/0!,0.208189602,0.407638616,0.392221585,0.261701022,0.445022654,5943.680374,L5NE 64 A,b,H
0.354175832,0.224290309,0.485434942,0.329023515,0.389644325,0,0.201856722,0.402326669,0.369411136,0.293873455,0.52837564,4134.57233,O5 81 A,b,H
0.355688573,0.224101963,0.460180084,0.38856505,0.331170688,#DIV/0!,0.195015208,0.402108653,0.391125748,0.292841369,0.512835484,4209.971363,O5 81 A,b,H
0.336624111,0.231679553,0.46427643,0.409877147,0.41045311,0,0.240949388,0.423056477,0.379983438,0.323567402,0.554549574,4602.279749,Q5N 23 B,b,H
0.306252212,0.289397664,0.400356437,0.309399612,0.429327892,0,0.264833267,0.476621344,0.502038461,0.436950825,0.472219005,3509.370017,Q5N 25 B,b,H
0.351568047,0.250840728,0.436123862,0.445579129,0.400341388,0.336029985,0.218901017,0.440353196,0.382741963,0.300188405,0.492790935,4435.136864,Q5N 26 A,b,H
0.368495909,0.264874394,0.504695286,0.556236246,0.333060872,0,0.229262707,0.390512544,0.42344996,0.313034058,0.350002734,3363.636916,Q5N 45 B,b,H
0.337377499,0.253608614,0.407361262,0.481366578,0.409964071,0.457843766,0.238487422,0.428333138,0.430619734,0.351462251,0.479421725,4354.001504,Q5N 47 B,b,H
0.330856547,0.224524503,0.409336925,0.392364518,0.38946525,0.459699815,0.219094879,0.393286459,0.375692932,0.340939349,0.56475078,4570.221152,Q5N 56 B,b,H
0.365242739,0.241609844,0.474621288,0.420331348,0.347432376,0,0.199571141,0.372619811,0.357026017,0.28100054,0.435760924,4676.25943,Q5S 188 B,b,H
0.358758422,0.266900525,0.465846408,0.371661966,0.432182727,0.512539968,0.22844501,0.468553055,0.447128588,0.350541357,0.475934087,4728.389532,Q5S 191 A,b,H
0.371002598,0.230046138,0.461180859,0.459582156,0.330127884,#DIV/0!,0.225784487,0.405901674,0.399310599,0.289446136,0.497394663,4275.887054,Q5S 230 C,b,H
0.343807689,0.240702349,0.428973863,0.425073541,0.381532945,#DIV/0!,0.215255358,0.413859892,0.404732282,0.303707107,0.541215883,3445.686422,Q5S 189 A,b,H
0.372226192,0.23516508,0.411486198,0.401581373,0.366207496,#DIV/0!,0.23993454,0.365621391,0.348712879,0.352789449,0.537651409,5196.745857,Q5S 185 A,b,H
0.397062837,0.24006103,0.429755903,0.372791777,0.306394442,#DIV/0!,0.193977426,0.366618102,0.358002519,0.210718428,0.476666766,3559.335442,Q5S 187 A,b,H
0.392297129,0.244649697,0.452696492,0.473931618,0.353531889,#DIV/0!,0.204027103,0.426406488,0.377212684,0.265754572,0.51109889,6152.749324,Q5N 55 A,b,H
0.559581576,0.554951633,0.161872378,0.692468326,0.617685358,#DIV/0!,0.407889441,0.783274428,0.641473657,0.521664781,0.112137236,4596.437454,Q5N 65 A,b,H
0.446581542,0.374117429,0.399115067,0.558336777,0.543912774,#DIV/0!,0.274369368,0.593740217,0.470525766,0.362797487,0.265049293,3768.207985,L5NE 54 B,b,H
0.336457089,0.233855466,0.449782136,0.397988263,0.33886225,#DIV/0!,0.233489078,0.429760726,0.41302199,0.322705381,0.514990878,4681.060415,Q5N 23 B,b,H
0.306127858,0.288423363,0.381677125,0.396786877,0.378489025,#DIV/0!,0.263091637,0.505805577,0.558902561,0.449507746,0.415501627,3450.991468,Q5N 25 B,b,H
0.351060448,0.252506695,0.422103452,0.436543147,0.358949759,#DIV/0!,0.217292964,0.43468673,0.400978228,0.298732784,0.485257693,4456.660652,Q5N 26 A,b,H
0.368309236,0.265852817,0.484402907,0.552880978,0.318817649,#DIV/0!,0.229800214,0.41712672,0.437855698,0.308505898,0.346515647,3449.963851,Q5N 45 B,b,H
0.336637483,0.253233825,0.412122997,0.459073091,0.33876895,#DIV/0!,0.232427691,0.439203477,0.467267796,0.360456574,0.426094522,4350.612298,Q5N 47 B,b,H
0.330814206,0.225578656,0.411406978,0.388597099,0.334157894,#DIV/0!,0.216380349,0.393990756,0.401600569,0.312632788,0.515819302,4609.765114,Q5N 56 B,b,H
0.365320651,0.242304627,0.461687777,0.531843289,0.298345704,#DIV/0!,0.19216407,0.394541765,0.41721428,0.288892511,0.390851637,4658.086205,Q5S 188 B,b,H
0.357954093,0.268136735,0.454011506,0.163203673,0.346183374,#DIV/0!,0.234582799,0.482170246,0.477429387,0.340816725,0.429026248,4657.223766,Q5S 191 A,b,H
0.371051582,0.232633515,0.451172178,0.448890693,0.299222335,#DIV/0!,0.220952987,0.4072589,0.421692466,0.297331331,0.46966946,4329.424887,Q5S 230 C,b,H
0.343370275,0.241188675,0.414360072,0.40671848,0.349928458,#DIV/0!,0.214769447,0.420748418,0.431865361,0.3147175,0.492667908,3401.512731,Q5S 189 A,b,H
0.371243282,0.236301556,0.41749656,0.387319512,0.323787723,0,0.23211243,0.360944597,0.397290432,0.347416282,0.486079792,5266.733625,Q5S 185 A,b,H
0.436568665,0.343377627,0.44827422,0.610505609,0.383651795,0,0.245639882,0.423953505,0.449614379,0.365098907,0.262450781,4192.695781,Q5S 222 D,b,H
0.436974053,0.344989442,0.474537707,0.611673519,0.400506585,0.347257019,0.244438059,0.417588337,0.467655579,0.365208836,0.241106114,3973.676463,Q5S 222 D,b,H
0.399124495,0.24490535,0.42751142,0.192615078,0.269194265,#DIV/0!,0.20036528,0.354042444,0.383865644,0.209036167,0.448553992,3502.215744,Q5S 187 A,b,H
0.394248296,0.248732747,0.455090967,0.452893292,0.3155255,#DIV/0!,0.208173805,0.401908211,0.413406503,0.261200774,0.458942168,5939.516005,Q5N 55 A,b,H
0.564051365,0.560295103,0.201066977,0.428831706,0.58219032,0.350525423,0.410861433,0.674506117,0.658651131,0.518250303,0.108949416,4476.034638,Q5N 65 A,b,H
0.448448967,0.380188521,0.398951056,0.673452293,0.500354528,#DIV/0!,0.268236866,0.553272389,0.4733914,0.368549143,0.262551049,3747.315663,L5NE 54 B,b,H
0.731489582,0.579178459,1.047242235,0.800160297,0.748312819,0,0.526143899,0.818733212,0.777026758,0.731705456,0.36430226,1532.233196,L5NE 48 B,b,F
0.770885228,0.960858612,0.219716192,0,0.994708922,0.80516336,1.031732474,0.797545662,1.09207895,1.353089083,0.025598735,1371.656472,L5NE 55 A,b,F
0.776172169,0.960889216,#DIV/0!,1.328509526,0.965259122,0.689225794,1.045685568,0.993141821,1.197976982,1.341539377,0.005175641,1372.485456,L5NE 55 A,b,F
0.696158778,0.44547642,1.041438927,0.890455333,0.673689,0,0.344129434,0.644549859,0.57368587,0.399415447,0.411031694,1749.740332,L5NE 56 A,b,F
0.699557762,0.439857079,1.023526066,0.819354589,0.667267714,0,0.339376959,0.623981793,0.584627599,0.407730237,0.40509012,1722.219506,L5NE 56 A,b,F
0.712691052,0.447343588,1.070737903,0.865222454,0.677589295,0,0.506647362,0.79505667,0.717184801,0.655909098,0.463155158,2000.409504,L5NE 64 A,b,F
0.715086384,0.444038126,1.010680281,0.804993568,0.680481175,0,0.497653719,0.763232749,0.77731743,0.659421387,0.457742006,1920.822417,L5NE 64 A,b,F
0.679060984,0.452777865,1.041371657,0.872300394,0.683883669,0,0.498756271,0.722040096,0.680967028,0.641443338,0.451838588,1361.891073,O5 81 A,b,F
0.680513467,0.447368309,1.004522242,0.770928513,0.682322372,0.202533733,0.495741524,0.754723568,0.682820299,0.580727979,0.466129839,1253.252911,O5 81 A,b,F
0.685114724,0.531769664,1.04805407,0.902145869,0.734871313,0,0.630299715,0.862673013,0.813201777,0.862585075,0.4350295,1171.692737,Q5N 23 B,b,F
0.686922543,0.524754186,1.032272852,0.82835127,0.737296052,0,0.62403134,0.806396774,0.875014898,0.861689556,0.421315988,1122.524748,Q5N 23 B,b,F
0.693506848,0.657182098,1.028066147,0.934067712,0.806831186,0,0.666195965,0.881326721,0.883372504,0.968202783,0.291648812,949.5066053,Q5N 25 B,b,F
0.693343749,0.651816611,1.00756356,0.866166906,0.792288196,0,0.657263312,0.865006146,0.969337647,0.950931266,0.28963376,909.1514562,Q5N 25 B,b,F
0.704168018,0.584669544,1.036602658,0.911473571,0.761014914,0,0.581588711,0.814840422,0.765904123,0.757883565,0.389844489,1296.701987,Q5N 26 A,b,F
0.706828361,0.580312717,1.029903128,0.887882473,0.751950842,0,0.578347152,0.809673011,0.781096284,0.763121131,0.389479387,1272.626911,Q5N 26 A,b,F
0.727521045,0.497171004,1.049981258,0.84300517,0.730824824,0.595334865,0.619097995,0.849135733,0.790032737,0.863338814,0.368122912,1259.96589,Q5N 45 B,b,F
0.727477722,0.493136982,1.038650454,0.788104741,0.734888804,0.529242083,0.620862604,0.823787797,0.854658344,0.840096509,0.361947172,1185.429573,Q5N 45 B,b,F
0.691632506,0.576628815,1.026513752,0.929924095,0.75627486,0,0.636271869,0.83523787,0.82006626,0.891859002,0.346294028,1156.63547,Q5N 47 B,b,F
0.693559278,0.568756252,1.005101689,0.844022485,0.753529874,0,0.632384394,0.809252043,0.845200276,0.854203982,0.337626033,1081.8897,Q5N 47 B,b,F
0.684262204,0.516922568,1.02283528,0.92895014,0.731048715,#VALUE!,0.638898417,0.811009617,0.793506693,0.904918733,0.432084376,#VALUE!,Q5N 56 B,b,F
0.687874532,0.500942652,1.017728338,0.860501935,0.736277081,0.569467481,0.636263448,0.789060053,0.808412326,0.909572785,0.424027901,1109.698381,Q5N 56 B,b,F
0.697678414,0.402602855,1.032674993,0.925999669,0.635756433,0.594147395,0.380730878,0.670404061,0.578588268,0.518759151,0.368501788,1581.407591,Q5S 188 B,b,F
0.700733477,0.399329544,1.0206167,0.891674428,0.633972261,0.576240488,0.382267924,0.635511729,0.583048347,0.503887462,0.359980586,1521.773862,Q5S 188 B,b,F
0.708613042,0.594518735,1.02987825,0.990706792,0.745529468,0.292043222,0.522118583,0.818670837,0.786894933,0.776356266,0.365288552,1414.508273,Q5S 191 A,b,F
0.709164626,0.593488283,1.021452078,0.877361066,0.741546125,0.218829366,0.520433207,0.777453691,0.860554925,0.776656885,0.363567987,1329.861545,Q5S 191 A,b,F
0.709106988,0.493972502,0.979338622,0.808865079,0.722490065,0.658443285,0.582105207,0.834586958,0.806422712,0.780686304,0.488000327,2032.653871,Q5S 230 C,b,F
0.711473611,0.491629651,0.994622967,0.801734002,0.724925138,0.645559934,0.584978751,0.812366581,0.788696757,0.788107188,0.482501461,1892.40392,Q5S 230 C,b,F
0.710398864,0.52713482,0.991728602,1.038621894,0.739997978,0.611564198,0.526950352,0.747907819,0.719642863,0.69799713,0.411126724,1034.084016,Q5S 189 A,b,F
0.71442679,0.529153475,1.015365462,1.063424896,0.734140532,0.588153294,0.525222513,0.742603739,0.750400339,0.67308077,0.409750958,1068.092744,Q5S 189 A,b,F
0.705869973,0.503806388,1.00816454,0.856763125,0.772079964,0.328407382,0.643849744,0.852834098,0.820974906,0.85990528,0.40706321,1606.692265,Q5S 185 A,b,F
0.706842323,0.494280886,0.981969525,0.888252345,0.77359295,0.109952501,0.641328033,0.886321464,0.862798879,0.890641009,0.407364885,1487.582818,Q5S 185 A,b,F
0.756528874,0.626525201,0.994447484,1.321718599,0.795453488,0.746164898,0.630595979,0.838467891,0.777021008,0.761465089,0.224870406,1328.591367,Q5S 222 D,b,F
0.756383521,0.628068447,0.984064764,1.051079305,0.800274876,0.735307574,0.635593845,0.84085371,0.798647155,0.877463588,0.222357573,1223.676,Q5S 222 D,b,F
0.713780881,0.475829635,1.027076948,1.142066884,0.68130116,0.125958956,0.344494666,0.644953769,0.574826211,0.386998181,0.434678576,1362.912974,Q5S 187 A,b,F
0.730818336,0.476242858,1.020528177,0.841662941,0.658266826,0.085137821,0.344638424,0.674531892,0.570086743,0.393221387,0.437093138,1218.761604,Q5S 187 A,b,F
0.731760583,0.43269669,0.976298377,0.850450014,0.665485029,0.626326225,0.420073169,0.71544162,0.636429782,0.561520871,0.433444172,2183.881466,Q5N 055 A,b,F
0.753419862,0.440839956,1.032454271,0.935220707,0.649627476,0.620154829,0.416756896,0.712829735,0.651232649,0.575675684,0.424137519,2036.591279,Q5N 055 A,b,F
0.781976134,0.864465446,0.580221202,2.697131217,0.930196442,0.219953773,0.875587516,1.009152819,0.980434738,1.01933836,0.043966432,1423.995107,Q5N 065 A,b,F
0.80577803,0.886304308,0.553984945,1.630829342,0.922739991,0,0.8633005,0.913078292,1.034455257,1.10134868,0.046424471,1342.418847,Q5N 065 A,b,F
0.807885787,0.707306273,0.997161991,0.975882387,0.827780248,0,0.578062971,0.852093613,0.908375482,0.794502627,0.15917763,1368.602159,L5NE 054 B,b,F
0.822988039,0.729029799,0.96568918,4.431933284,0.812246212,0,0.559719321,0.83219981,0.740886322,0.78461876,0.159584021,1331.019481,L5NE 054 B,b,F
